Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-ly9c,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-46o1,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-kcb8,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,ShowProgressBar,ShowProgressBar1
150,1670773523546,11/12/2022 15:45:23,1670773523419,0,11/12/2022 15:45:23,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,158,56,1,trial,responseB,response_keyboard,958.5,,,left,1,1,0,0,,,,9,10,trials,coherence-40-ll.mp4,left,1,
151,1670773524035,11/12/2022 15:45:24,1670773523908,0,11/12/2022 15:45:23,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,158,56,3,fixation,fixation,timelimit_screen,499.63999999998487,,,,,0,1,0,,,1,9,10,trials,coherence-40-ll.mp4,left,1,
152,1670773525040,11/12/2022 15:45:25,1670773524918,0,11/12/2022 15:45:24,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,157,57,1,trial,responseB,response_keyboard,981.6000003814697,,,left,1,1,0,0,,,,9,10,trials,coherence-20-ll.mp4,left,1,
153,1670773525527,11/12/2022 15:45:25,1670773525404,0,11/12/2022 15:45:25,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,157,57,3,fixation,fixation,timelimit_screen,499.6490000000049,,,,,0,1,0,,,1,9,10,trials,coherence-20-ll.mp4,left,1,
154,1670773526727,11/12/2022 15:45:26,1670773526425,0,11/12/2022 15:45:26,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,153,58,1,trial,responseA,response_keyboard,987.8000001907349,,,up,1,1,0,0,,,,9,10,trials,coherence-20-uu.mp4,up,1,
155,1670773527045,11/12/2022 15:45:27,1670773526918,0,11/12/2022 15:45:26,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,153,58,3,fixation,fixation,timelimit_screen,499.6130000000121,,,,,0,1,0,,,1,9,10,trials,coherence-20-uu.mp4,up,1,
156,1670773528444,11/12/2022 15:45:28,1670773528323,0,11/12/2022 15:45:28,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,149,59,1,trial,responseA,response_keyboard,1377.5,,,down,1,1,0,0,,,,9,10,trials,coherence-20-dd.mp4,down,1,
157,1670773528941,11/12/2022 15:45:28,1670773528814,0,11/12/2022 15:45:28,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,149,59,3,fixation,fixation,timelimit_screen,499.67499999998836,,,,,0,1,0,,,1,9,10,trials,coherence-20-dd.mp4,down,1,
158,1670773529821,11/12/2022 15:45:29,1670773529697,0,11/12/2022 15:45:29,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,155,60,1,trial,responseA,response_keyboard,853.2999997138977,,,up,1,1,0,0,,,,9,10,trials,coherence-80-uu.mp4,up,1,
159,1670773530315,11/12/2022 15:45:30,1670773530177,0,11/12/2022 15:45:30,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,155,60,3,fixation,fixation,timelimit_screen,499.64199999999255,,,,,0,1,0,,,1,9,10,trials,coherence-80-uu.mp4,up,1,
160,1670773531279,11/12/2022 15:45:31,1670773531147,0,11/12/2022 15:45:31,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,154,61,1,trial,responseA,response_keyboard,940.1999998092651,,,up,1,1,0,0,,,,9,10,trials,coherence-40-uu.mp4,up,1,
161,1670773531773,11/12/2022 15:45:31,1670773531641,0,11/12/2022 15:45:31,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,154,61,3,fixation,fixation,timelimit_screen,499.6830000000191,,,,,0,1,0,,,1,9,10,trials,coherence-40-uu.mp4,up,1,
162,1670773533009,11/12/2022 15:45:33,1670773532874,0,11/12/2022 15:45:32,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,156,62,1,trial,responseB,response_keyboard,1202,,,left,1,1,0,0,,,,9,10,trials,coherence-10-ll.mp4,left,1,
163,1670773533504,11/12/2022 15:45:33,1670773533370,0,11/12/2022 15:45:33,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,156,62,3,fixation,fixation,timelimit_screen,499.67499999998836,,,,,0,1,0,,,1,9,10,trials,coherence-10-ll.mp4,left,1,
164,1670773534374,11/12/2022 15:45:34,1670773534248,0,11/12/2022 15:45:34,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,160,63,1,trial,responseB,response_keyboard,850,,,right,1,1,0,0,,,,9,10,trials,coherence-10-rr.mp4,right,1,
165,1670773534879,11/12/2022 15:45:34,1670773534733,0,11/12/2022 15:45:34,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,160,63,3,fixation,fixation,timelimit_screen,499.6490000000049,,,,,0,1,0,,,1,9,10,trials,coherence-10-rr.mp4,right,1,
166,1670773535672,11/12/2022 15:45:35,1670773535541,0,11/12/2022 15:45:35,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,159,64,1,trial,responseB,response_keyboard,776.0999999046326,,,left,1,1,0,0,,,,9,10,trials,coherence-80-ll.mp4,left,1,
167,1670773536166,11/12/2022 15:45:36,1670773536031,0,11/12/2022 15:45:36,96489,6,task-sks3,,25860580,5ef8516a9d934259da0b99db,7647724,,complete,,6395fa699bfcf028b68cdd17,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1366x768,1366x768,rdk-progress,random-dots-7-progressbar,5,Team RDK,,rdk-progressbar,,consented,,,,,,,,,rdk-progress,,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,159,64,3,fixation,fixation,timelimit_screen,499.63200000001234,,,,,0,1,0,,,1,9,10,trials,coherence-80-ll.mp4,left,1,
