Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-kkga,randomiser-adb4,randomiser-qy4z,randomiser-96sz,branch-bacs,checkpoint-5mim,checkpoint-uuzu,checkpoint-dtit,checkpoint-ly9c,checkpoint-5gp5,checkpoint-tv5u,checkpoint-pmrq,checkpoint-bic9,checkpoint-gmjm,checkpoint-tmgz,checkpoint-46o1,checkpoint-jyvi,checkpoint-as8d,checkpoint-5yxx,checkpoint-qb97,checkpoint-s95m,checkpoint-dk5r,checkpoint-kcb8,checkpoint-htzq,checkpoint-vo3m,checkpoint-n7br,branch-h5d1,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer
263,1670774295083,11/12/2022 15:58:15,1670774300922,0,11/12/2022 15:58:20,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,195,108,3,fixation,fixation,timelimit_screen,500.7710000000079,,,,,0,1,0,,,1,11,12,trials,coherence-80-rr.mp4,right
264,1670774295838,11/12/2022 15:58:15,1670774301777,0,11/12/2022 15:58:21,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,182,109,1,trial,responseA,response_keyboard,804.5,,,down,1,1,0,0,,,,11,12,trials,coherence-40-dd.mp4,down
265,1670774296322,11/12/2022 15:58:16,1670774302262,0,11/12/2022 15:58:22,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,182,109,3,fixation,fixation,timelimit_screen,500.77700000000186,,,,,0,1,0,,,1,11,12,trials,coherence-40-dd.mp4,down
266,1670774297060,11/12/2022 15:58:17,1670774302997,0,11/12/2022 15:58:22,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,193,110,1,trial,responseB,response_keyboard,672.5,,,right,1,1,0,0,,,,11,12,trials,coherence-20-rr.mp4,right
267,1670774297543,11/12/2022 15:58:17,1670774303486,0,11/12/2022 15:58:23,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,193,110,3,fixation,fixation,timelimit_screen,500.76900000000023,,,,,0,1,0,,,1,11,12,trials,coherence-20-rr.mp4,right
268,1670774298731,11/12/2022 15:58:18,1670774304671,0,11/12/2022 15:58:24,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,189,111,1,trial,responseB,response_keyboard,1119.7000002861023,,,left,1,1,0,0,,,,11,12,trials,coherence-20-ll.mp4,left
269,1670774299219,11/12/2022 15:58:19,1670774305163,0,11/12/2022 15:58:25,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,189,111,3,fixation,fixation,timelimit_screen,500.8740000000107,,,,,0,1,0,,,1,11,12,trials,coherence-20-ll.mp4,left
270,1670774300088,11/12/2022 15:58:20,1670774305946,0,11/12/2022 15:58:25,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,181,112,1,trial,responseA,response_keyboard,734.3999996185303,,,down,1,1,0,0,,,,11,12,trials,coherence-20-dd.mp4,down
271,1670774300482,11/12/2022 15:58:20,1670774306437,0,11/12/2022 15:58:26,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,181,112,3,fixation,fixation,timelimit_screen,500.7719999999972,,,,,0,1,0,,,1,11,12,trials,coherence-20-dd.mp4,down
272,1670774301218,11/12/2022 15:58:21,1670774307180,0,11/12/2022 15:58:27,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,164,113,1,trial,responseA,response_keyboard,685,,,down,1,1,0,0,,,,10,11,trials,coherence-10-dd.mp4,down
273,1670774301705,11/12/2022 15:58:21,1670774307660,0,11/12/2022 15:58:27,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,164,113,3,fixation,fixation,timelimit_screen,500.8539999999921,,,,,0,1,0,,,1,10,11,trials,coherence-10-dd.mp4,down
274,1670774302546,11/12/2022 15:58:22,1670774308503,0,11/12/2022 15:58:28,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,174,114,1,trial,responseA,response_keyboard,783.6999998092651,,,up,1,0,1,0,,,,10,11,trials,coherence-40-ll.mp4,left
275,1670774303015,11/12/2022 15:58:23,1670774308984,0,11/12/2022 15:58:28,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,174,114,3,fixation,fixation,timelimit_screen,500.7730000000156,,,,,0,1,0,,,1,10,11,trials,coherence-40-ll.mp4,left
276,1670774303749,11/12/2022 15:58:23,1670774309717,0,11/12/2022 15:58:29,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,171,115,1,trial,responseA,response_keyboard,676.7999997138977,,,up,1,1,0,0,,,,10,11,trials,coherence-80-uu.mp4,up
277,1670774304244,11/12/2022 15:58:24,1670774310208,0,11/12/2022 15:58:30,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,171,115,3,fixation,fixation,timelimit_screen,500.7829999999958,,,,,0,1,0,,,1,10,11,trials,coherence-80-uu.mp4,up
278,1670774305161,11/12/2022 15:58:25,1670774311017,0,11/12/2022 15:58:31,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,168,116,1,trial,responseA,response_keyboard,728.3000001907349,,,down,1,0,1,0,,,,10,11,trials,coherence-10-uu.mp4,up
279,1670774305539,11/12/2022 15:58:25,1670774311515,0,11/12/2022 15:58:31,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,168,116,3,fixation,fixation,timelimit_screen,500.8500000000058,,,,,0,1,0,,,1,10,11,trials,coherence-10-uu.mp4,up
280,1670774306423,11/12/2022 15:58:26,1670774312406,0,11/12/2022 15:58:32,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,176,117,1,trial,responseB,response_keyboard,833.4000000953674,,,right,1,1,0,0,,,,10,11,trials,coherence-10-rr.mp4,right
281,1670774306929,11/12/2022 15:58:26,1670774312906,0,11/12/2022 15:58:32,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,176,117,3,fixation,fixation,timelimit_screen,500.69800000000396,,,,,0,1,0,,,1,10,11,trials,coherence-10-rr.mp4,right
282,1670774307750,11/12/2022 15:58:27,1670774313735,0,11/12/2022 15:58:33,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,165,118,1,trial,responseA,response_keyboard,766.8000001907349,,,down,1,1,0,0,,,,10,11,trials,coherence-20-dd.mp4,down
283,1670774308243,11/12/2022 15:58:28,1670774314231,0,11/12/2022 15:58:34,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,165,118,3,fixation,fixation,timelimit_screen,500.79099999999744,,,,,0,1,0,,,1,10,11,trials,coherence-20-dd.mp4,down
284,1670774309198,11/12/2022 15:58:29,1670774315186,0,11/12/2022 15:58:35,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,173,119,1,trial,responseB,response_keyboard,881.9000000953674,,,left,1,1,0,0,,,,10,11,trials,coherence-20-ll.mp4,left
285,1670774309770,11/12/2022 15:58:29,1670774315672,0,11/12/2022 15:58:35,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,173,119,3,fixation,fixation,timelimit_screen,500.85899999999674,,,,,0,1,0,,,1,10,11,trials,coherence-20-ll.mp4,left
286,1670774310402,11/12/2022 15:58:30,1670774316406,0,11/12/2022 15:58:36,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,179,120,1,trial,responseB,response_keyboard,676.9000000953674,,,right,1,1,0,0,,,,10,11,trials,coherence-80-rr.mp4,right
287,1670774310891,11/12/2022 15:58:30,1670774316895,0,11/12/2022 15:58:36,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,179,120,3,fixation,fixation,timelimit_screen,500.77999999999884,,,,,0,1,0,,,1,10,11,trials,coherence-80-rr.mp4,right
288,1670774311576,11/12/2022 15:58:31,1670774317588,0,11/12/2022 15:58:37,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,175,121,1,trial,responseB,response_keyboard,630.7000002861023,,,left,1,1,0,0,,,,10,11,trials,coherence-80-ll.mp4,left
289,1670774312087,11/12/2022 15:58:32,1670774318085,0,11/12/2022 15:58:38,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,175,121,3,fixation,fixation,timelimit_screen,500.7829999999958,,,,,0,1,0,,,1,10,11,trials,coherence-80-ll.mp4,left
290,1670774313374,11/12/2022 15:58:33,1670774319395,0,11/12/2022 15:58:39,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,172,122,1,trial,responseB,response_keyboard,1259,,,right,1,0,1,0,,,,10,11,trials,coherence-10-ll.mp4,left
291,1670774313893,11/12/2022 15:58:33,1670774319879,0,11/12/2022 15:58:39,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,172,122,3,fixation,fixation,timelimit_screen,500.9210000000021,,,,,0,1,0,,,1,10,11,trials,coherence-10-ll.mp4,left
292,1670774314565,11/12/2022 15:58:34,1670774320584,0,11/12/2022 15:58:40,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,170,123,1,trial,responseA,response_keyboard,650.0999999046326,,,up,1,1,0,0,,,,10,11,trials,coherence-40-uu.mp4,up
293,1670774315048,11/12/2022 15:58:35,1670774321068,0,11/12/2022 15:58:41,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,170,123,3,fixation,fixation,timelimit_screen,500.76499999998487,,,,,0,1,0,,,1,10,11,trials,coherence-40-uu.mp4,up
294,1670774315689,11/12/2022 15:58:35,1670774321709,0,11/12/2022 15:58:41,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,169,124,1,trial,responseA,response_keyboard,582.5,,,up,1,1,0,0,,,,10,11,trials,coherence-20-uu.mp4,up
295,1670774316192,11/12/2022 15:58:36,1670774322209,0,11/12/2022 15:58:42,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,169,124,3,fixation,fixation,timelimit_screen,500.70000000001164,,,,,0,1,0,,,1,10,11,trials,coherence-20-uu.mp4,up
296,1670774316925,11/12/2022 15:58:36,1670774322946,0,11/12/2022 15:58:42,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,167,125,1,trial,responseA,response_keyboard,677.6999998092651,,,down,1,1,0,0,,,,10,11,trials,coherence-80-dd.mp4,down
297,1670774317401,11/12/2022 15:58:37,1670774323432,0,11/12/2022 15:58:43,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,167,125,3,fixation,fixation,timelimit_screen,500.7870000000112,,,,,0,1,0,,,1,10,11,trials,coherence-80-dd.mp4,down
298,1670774318186,11/12/2022 15:58:38,1670774324225,0,11/12/2022 15:58:44,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,177,126,1,trial,responseA,response_keyboard,738.2000002861023,,,down,1,0,1,0,,,,10,11,trials,coherence-20-rr.mp4,right
299,1670774318685,11/12/2022 15:58:38,1670774324722,0,11/12/2022 15:58:44,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,177,126,3,fixation,fixation,timelimit_screen,500.74599999998463,,,,,0,1,0,,,1,10,11,trials,coherence-20-rr.mp4,right
300,1670774319367,11/12/2022 15:58:39,1670774325412,0,11/12/2022 15:58:45,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,178,127,1,trial,responseB,response_keyboard,625.8999996185303,,,right,1,1,0,0,,,,10,11,trials,coherence-40-rr.mp4,right
301,1670774319966,11/12/2022 15:58:39,1670774325913,0,11/12/2022 15:58:45,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,178,127,3,fixation,fixation,timelimit_screen,500.70000000001164,,,,,0,1,0,,,1,10,11,trials,coherence-40-rr.mp4,right
302,1670774320654,11/12/2022 15:58:40,1670774326706,0,11/12/2022 15:58:46,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,166,128,1,trial,responseA,response_keyboard,737.6999998092651,,,down,1,1,0,0,,,,10,11,trials,coherence-40-dd.mp4,down
303,1670774321167,11/12/2022 15:58:41,1670774327203,0,11/12/2022 15:58:47,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,166,128,3,fixation,fixation,timelimit_screen,500.7809999999881,,,,,0,1,0,,,1,10,11,trials,coherence-40-dd.mp4,down
304,1670774321801,11/12/2022 15:58:41,1670774327854,0,11/12/2022 15:58:47,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,67,129,1,trial,responseB,response_keyboard,593.8000001907349,,,right,1,1,0,0,,,,3,4,trials,coherence-80-rr.mp4,right
305,1670774322300,11/12/2022 15:58:42,1670774328344,0,11/12/2022 15:58:48,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,67,129,3,fixation,fixation,timelimit_screen,500.7729999999865,,,,,0,1,0,,,1,3,4,trials,coherence-80-rr.mp4,right
306,1670774323036,11/12/2022 15:58:43,1670774329091,0,11/12/2022 15:58:49,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,52,130,1,trial,responseA,response_keyboard,693.9000000953674,,,down,1,1,0,0,,,,3,4,trials,coherence-10-dd.mp4,down
307,1670774323523,11/12/2022 15:58:43,1670774329581,0,11/12/2022 15:58:49,96489,6,task-zyvq,,25860302,5d70443e6f0a380017545335,7647663,,complete,,6395f7e3ba916a0c238749ba,computer,Desktop or Laptop,Windows 10,Edge 108.0.1462.46,1920x1080,1280x646,rdk-eyes,random-dots-6-eyes,4,Team RDK,,rdk-eyes,,consented,,,,,,,,,,rdk-eyes,,,,,,,,,,,,consented,Spreadsheet1,Spreadsheet1,52,130,3,fixation,fixation,timelimit_screen,500.695000000007,,,,,0,1,0,,,1,3,4,trials,coherence-10-dd.mp4,down
